date,observation.name,scan.number,focal.monkey,in.proximity,focal.activity,partners.activity (sequential),time
2019-02-05,2019-02-05_0G1_JN_2,1,0G1,0G1,rest,NA,2019-02-05T13:05:36Z
2019-02-05,2019-02-05_0G1_JN_2,2,0G1,0G1,rest,NA,2019-02-05T13:10:40Z
2019-02-05,2019-02-05_1K8_JN_2,1,1K8,1K8,rest,NA,2019-02-05T12:59:20Z
2019-02-05,2019-02-05_1K8_JN_2,2,1K8,1K8,travel,NA,2019-02-05T13:04:25Z
2019-02-05,2019-02-05_88N_JN_2,1,88N,88N,rest,NA,2019-02-05T12:53:08Z
2019-02-05,2019-02-05_88N_JN_2,2,88N,88N,rest,NA,2019-02-05T12:58:14Z
2019-02-06,2019-02-06_09Z_JN_2,1,09Z,"09Z, 7F7, 7M9",social,"social, social",2019-02-06T13:49:32Z
2019-02-06,2019-02-06_09Z_JN_2,2,09Z,"09Z, 7M9, 7F7",social,"social, rest",2019-02-06T13:54:23Z
2019-02-06,2019-02-06_0C9_JN_2,1,0C9,"0C9, 3H6, 91V",feedchow,"feedchow, feedchow",2019-02-06T11:39:01Z
2019-02-06,2019-02-06_0C9_JN_2,2,0C9,0C9,feedchow,NA,2019-02-06T11:44:03Z
2019-02-06,2019-02-06_0G9_JN_2,1,0G9,0G9,travel,NA,2019-02-06T11:47:10Z
2019-02-06,2019-02-06_0G9_JN_2,2,0G9,0G9,feedplant,NA,2019-02-06T11:52:10Z
2019-02-06,2019-02-06_0H3_JN_2,1,0H3,0H3,travel,NA,2019-02-06T11:54:46Z
2019-02-06,2019-02-06_0H3_JN_2,2,0H3,0H3,social,NA,2019-02-06T11:59:48Z
2019-02-06,2019-02-06_0I7_JN_1,1,0I7,"0I7, 9C7",rest,rest,2019-02-06T09:59:16Z
2019-02-06,2019-02-06_0I7_JN_1,2,0I7,0I7,travel,NA,2019-02-06T10:04:17Z
2019-02-06,2019-02-06_0J9_JN_1,1,0J9,0J9,social,NA,2019-02-06T10:19:10Z
2019-02-06,2019-02-06_0J9_JN_1,2,0J9,0J9,social,NA,2019-02-06T10:24:09Z
2019-02-06,2019-02-06_0P2_JN_2,1,0P2,"0P2, 77V, 4M2",rest,"rest, rest",2019-02-06T13:03:31Z
2019-02-06,2019-02-06_0P2_JN_2,2,0P2,"0P2, 77V, 4M2",social,"rest, social",2019-02-06T13:08:31Z
2019-02-06,2019-02-06_1F0_JN_2,1,1F0,1F0,rest,NA,2019-02-06T13:10:11Z
2019-02-06,2019-02-06_1F0_JN_2,2,1F0,1F0,rest,NA,2019-02-06T13:15:12Z
2019-02-06,2019-02-06_2B1_JN_2,1,2B1,2B1,feedchow,NA,2019-02-06T11:10:37Z
2019-02-06,2019-02-06_2B1_JN_2,2,2B1,2B1,travel,NA,2019-02-06T11:15:35Z
2019-02-06,2019-02-06_2B4_JN_2,1,2B4,2B4,rest,NA,2019-02-06T13:34:33Z
2019-02-06,2019-02-06_2B4_JN_2,2,2B4,2B4,travel,NA,2019-02-06T13:39:33Z
2019-02-06,2019-02-06_2P0_JN_2,1,2P0,"2P0, 0B4",social,social,2019-02-06T13:43:26Z
2019-02-06,2019-02-06_2P0_JN_2,2,2P0,2P0,rest,NA,2019-02-06T13:48:20Z
2019-02-06,2019-02-06_3B8_JN_1,1,3B8,"3B8, 33V",rest,rest,2019-02-06T09:09:41Z
2019-02-06,2019-02-06_3B8_JN_1,2,3B8,"3B8, 6M8",rest,rest,2019-02-06T09:14:42Z
2019-02-06,2019-02-06_3D1_JN_1,1,3D1,"3D1, 8M0",feedplant,feedplant,2019-02-06T09:32:00Z
2019-02-06,2019-02-06_3D1_JN_1,2,3D1,"3D1, 5E4",rest,rest,2019-02-06T09:37:00Z
2019-02-06,2019-02-06_3D4_JN_1,1,3D4,3D4,rest,NA,2019-02-06T09:47:02Z
2019-02-06,2019-02-06_3D4_JN_1,2,3D4,3D4,feedplant,NA,2019-02-06T09:52:08Z
2019-02-06,2019-02-06_4G6_JN_2,1,4G6,4G6,feedplant,NA,2019-02-06T11:33:13Z
2019-02-06,2019-02-06_4G6_JN_2,2,4G6,4G6,feedplant,NA,2019-02-06T11:38:13Z
2019-02-06,2019-02-06_4H7_JN_1,1,4H7,4H7,feedwater,NA,2019-02-06T10:12:44Z
2019-02-06,2019-02-06_4H7_JN_1,2,4H7,4H7,rest,NA,2019-02-06T10:17:44Z
2019-02-06,2019-02-06_4I3_JN_1,1,4I3,4I3,feedchow,NA,2019-02-06T09:40:55Z
2019-02-06,2019-02-06_4I3_JN_1,2,4I3,4I3,rest,NA,2019-02-06T09:45:55Z
2019-02-06,2019-02-06_4M2_JN_2,1,4M2,"4M2, 77V",rest,rest,2019-02-06T13:26:08Z
2019-02-06,2019-02-06_4M2_JN_2,2,4M2,"4M2, 77V",rest,rest,2019-02-06T13:31:09Z
2019-02-06,2019-02-06_4P4_JN_2,1,4P4,"4P4, 4H7",social,social,2019-02-06T12:38:17Z
2019-02-06,2019-02-06_4P4_JN_2,2,4P4,"4P4, 9I4",social,social,2019-02-06T12:43:14Z
2019-02-06,2019-02-06_4P9_JN_1,1,4P9,4P9,rest,NA,2019-02-06T09:39:12Z
2019-02-06,2019-02-06_5A1_JN_1,1,5A1,"5A1, 6C6",social,social,2019-02-06T10:07:32Z
