date,observation.name,scan.number,focal.monkey,in.proximity,focal.activity,partners.activity (sequential),time
2014-03-03,2014-03-03_00J_JG_3,1,00J,00J,travel,NA,2014-03-03T09:20:32Z
2014-03-03,2014-03-03_00J_JG_3,2,00J,00J,travel,NA,2014-03-03T09:25:32Z
2014-03-03,2014-03-03_00J_JG_3,3,00J,00J,rest,NA,2014-03-03T09:30:32Z
2014-03-03,2014-03-03_00O_JN_6,1,00O,"00O, 56E",rest,rest,2014-03-03T13:30:40Z
2014-03-03,2014-03-03_00O_JN_6,2,00O,00O,rest,NA,2014-03-03T13:35:42Z
2014-03-03,2014-03-03_00O_JN_6,3,00O,"00O, 56E, 30C",rest,"rest, rest",2014-03-03T13:40:48Z
2014-03-03,2014-03-03_03J_JG_4,1,03J,03J,rest,NA,2014-03-03T10:31:24Z
2014-03-03,2014-03-03_03J_JG_4,2,03J,03J,rest,NA,2014-03-03T10:36:25Z
2014-03-03,2014-03-03_03J_JG_4,3,03J,03J,rest,NA,2014-03-03T10:41:24Z
2014-03-03,2014-03-03_07D_JN_3,1,07D,"07D, 34N",feedplant,rest,2014-03-03T10:02:31Z
2014-03-03,2014-03-03_07D_JN_3,2,07D,"07D, 34N",rest,feedplant,2014-03-03T10:07:37Z
2014-03-03,2014-03-03_07D_JN_3,3,07D,07D,travel,NA,2014-03-03T10:12:29Z
2014-03-03,2014-03-03_0B8_JG_5,1,0B8,0B8,rest,NA,2014-03-03T12:06:10Z
2014-03-03,2014-03-03_0B8_JG_5,2,0B8,0B8,rest,NA,2014-03-03T12:11:10Z
2014-03-03,2014-03-03_0B8_JG_5,3,0B8,0B8,rest,NA,2014-03-03T12:16:10Z
2014-03-03,2014-03-03_0G5_JG_6,1,0G5,"0G5, 5C0",rest,rest,2014-03-03T12:29:52Z
2014-03-03,2014-03-03_0G5_JG_6,2,0G5,"0G5, 5C0",rest,rest,2014-03-03T12:35:16Z
2014-03-03,2014-03-03_0G5_JG_6,3,0G5,"0G5, 5C0",rest,rest,2014-03-03T12:39:57Z
2014-03-03,2014-03-03_1C0_JG_3,1,1C0,1C0,rest,NA,2014-03-03T09:08:36Z
2014-03-03,2014-03-03_1C0_JG_3,2,1C0,"1C0, 8B0",feedchow,rest,2014-03-03T09:14:17Z
2014-03-03,2014-03-03_1C0_JG_3,3,1C0,1C0,travel,NA,2014-03-03T09:18:37Z
2014-03-03,2014-03-03_20F_JN_4,1,20F,20F,rest,NA,2014-03-03T11:41:24Z
2014-03-03,2014-03-03_20F_JN_4,2,20F,20F,rest,NA,2014-03-03T11:46:32Z
2014-03-03,2014-03-03_20F_JN_4,3,20F,20F,rest,NA,2014-03-03T11:51:25Z
2014-03-03,2014-03-03_24B_JN_3,1,24B,24B,travel,NA,2014-03-03T09:49:32Z
2014-03-03,2014-03-03_24B_JN_3,2,24B,24B,rest,NA,2014-03-03T09:54:34Z
2014-03-03,2014-03-03_24B_JN_3,3,24B,24B,travel,NA,2014-03-03T09:59:34Z
2014-03-03,2014-03-03_28B_JG_6,1,28B,28B,rest,NA,2014-03-03T12:17:15Z
2014-03-03,2014-03-03_28B_JG_6,2,28B,28B,rest,NA,2014-03-03T12:22:15Z
2014-03-03,2014-03-03_28B_JG_6,3,28B,28B,rest,NA,2014-03-03T12:27:16Z
2014-03-03,2014-03-03_30C_JG_4,1,30C,30C,travel,NA,2014-03-03T10:43:30Z
2014-03-03,2014-03-03_30C_JG_4,2,30C,30C,rest,NA,2014-03-03T10:48:36Z
2014-03-03,2014-03-03_30C_JG_4,3,30C,30C,travel,NA,2014-03-03T10:53:32Z
2014-03-03,2014-03-03_32S_JN_5,1,32S,"32S, 1C0",rest,rest,2014-03-03T12:27:42Z
2014-03-03,2014-03-03_32S_JN_5,2,32S,32S,rest,NA,2014-03-03T12:32:45Z
2014-03-03,2014-03-03_32S_JN_5,3,32S,32S,travel,NA,2014-03-03T12:37:44Z
2014-03-03,2014-03-03_34N_JG_4,1,34N,34N,travel,NA,2014-03-03T11:12:10Z
2014-03-03,2014-03-03_34N_JG_4,2,34N,"34N, 42T",rest,rest,2014-03-03T11:17:18Z
2014-03-03,2014-03-03_34N_JG_4,3,34N,"34N, 42T",rest,rest,2014-03-03T11:22:09Z
2014-03-03,2014-03-03_36Z_JG_1,1,36Z,36Z,feedchow,NA,2014-03-03T07:18:12Z
2014-03-03,2014-03-03_36Z_JG_1,2,36Z,36Z,feedchow,NA,2014-03-03T07:23:10Z
2014-03-03,2014-03-03_36Z_JG_1,3,36Z,36Z,feedchow,NA,2014-03-03T07:28:10Z
2014-03-03,2014-03-03_3E4_JN_6,1,3E4,3E4,rest,NA,2014-03-03T13:19:32Z
2014-03-03,2014-03-03_3E4_JN_6,2,3E4,3E4,rest,NA,2014-03-03T13:24:38Z
2014-03-03,2014-03-03_3E4_JN_6,3,3E4,3E4,travel,NA,2014-03-03T13:29:33Z
2014-03-03,2014-03-03_42T_JN_5,1,42T,42T,rest,NA,2014-03-03T12:56:55Z
2014-03-03,2014-03-03_42T_JN_5,2,42T,42T,rest,NA,2014-03-03T13:01:56Z
2014-03-03,2014-03-03_42T_JN_5,3,42T,42T,rest,NA,2014-03-03T13:07:01Z
2014-03-03,2014-03-03_43V_JG_1,1,43V,43V,travel,NA,2014-03-03T06:53:14Z
2014-03-03,2014-03-03_43V_JG_1,2,43V,43V,travel,NA,2014-03-03T06:58:13Z
2014-03-03,2014-03-03_43V_JG_1,3,43V,43V,rest,NA,2014-03-03T07:03:13Z
2014-03-03,2014-03-03_4C1_JG_2,1,4C1,4C1,travel,NA,2014-03-03T08:19:58Z
2014-03-03,2014-03-03_4C1_JG_2,2,4C1,4C1,rest,NA,2014-03-03T08:25:05Z
2014-03-03,2014-03-03_4C1_JG_2,3,4C1,4C1,rest,NA,2014-03-03T08:29:54Z
2014-03-03,2014-03-03_4C2_JN_4,1,4C2,"4C2, 00J",rest,rest,2014-03-03T11:29:20Z
2014-03-03,2014-03-03_4C2_JN_4,2,4C2,4C2,rest,NA,2014-03-03T11:34:22Z
2014-03-03,2014-03-03_50S_JG_5,1,50S,50S,rest,NA,2014-03-03T11:48:34Z
2014-03-03,2014-03-03_50S_JG_5,2,50S,"50S, 32S",rest,rest,2014-03-03T11:53:35Z
2014-03-03,2014-03-03_50S_JG_5,3,50S,50S,rest,NA,2014-03-03T11:58:36Z
2014-03-03,2014-03-03_56E_JN_6,1,56E,56E,rest,NA,2014-03-03T13:08:48Z
2014-03-03,2014-03-03_56E_JN_6,2,56E,56E,rest,NA,2014-03-03T13:14:01Z
2014-03-03,2014-03-03_56E_JN_6,3,56E,56E,rest,NA,2014-03-03T13:18:49Z
2014-03-03,2014-03-03_5C0_JN_4,1,5C0,5C0,rest,NA,2014-03-03T11:53:33Z
2014-03-03,2014-03-03_5C0_JN_4,2,5C0,5C0,travel,NA,2014-03-03T11:58:35Z
2014-03-03,2014-03-03_5C0_JN_4,3,5C0,5C0,travel,NA,2014-03-03T12:03:37Z
2014-03-03,2014-03-03_60T_JG_3,1,60T,60T,rest,NA,2014-03-03T08:45:29Z
2014-03-03,2014-03-03_60T_JG_3,2,60T,60T,rest,NA,2014-03-03T08:50:45Z
2014-03-03,2014-03-03_60T_JG_3,3,60T,60T,rest,NA,2014-03-03T08:55:29Z
2014-03-03,2014-03-03_61J_JN_2,1,61J,61J,rest,NA,2014-03-03T09:24:07Z
2014-03-03,2014-03-03_61J_JN_2,2,61J,61J,travel,NA,2014-03-03T09:29:13Z
2014-03-03,2014-03-03_61J_JN_2,3,61J,61J,feedwater,NA,2014-03-03T09:34:09Z
2014-03-03,2014-03-03_62V_JG_1,1,62V,62V,feedchow,NA,2014-03-03T07:06:06Z
2014-03-03,2014-03-03_62V_JG_1,2,62V,62V,feedchow,NA,2014-03-03T07:11:04Z
2014-03-03,2014-03-03_62V_JG_1,3,62V,62V,feedchow,NA,2014-03-03T07:16:04Z
2014-03-03,2014-03-03_63V_JG_6,1,63V,63V,rest,NA,2014-03-03T12:42:40Z
2014-03-03,2014-03-03_63V_JG_6,2,63V,63V,social,NA,2014-03-03T12:47:41Z
2014-03-03,2014-03-03_63V_JG_6,3,63V,63V,social,NA,2014-03-03T12:52:40Z
2014-03-03,2014-03-03_7B2_JN_3,1,7B2,7B2,rest,NA,2014-03-03T10:16:40Z
2014-03-03,2014-03-03_7B2_JN_3,2,7B2,7B2,rest,NA,2014-03-03T10:21:47Z
2014-03-03,2014-03-03_7B2_JN_3,3,7B2,7B2,rest,NA,2014-03-03T10:26:42Z
2014-03-03,2014-03-03_7B7_JG_5,1,7B7,7B7,rest,NA,2014-03-03T11:37:04Z
2014-03-03,2014-03-03_7B7_JG_5,2,7B7,7B7,rest,NA,2014-03-03T11:42:05Z
2014-03-03,2014-03-03_7B7_JG_5,3,7B7,7B7,rest,NA,2014-03-03T11:47:08Z
2014-03-03,2014-03-03_7C0_JG_2,1,7C0,7C0,rest,NA,2014-03-03T07:46:10Z
2014-03-03,2014-03-03_7C0_JG_2,2,7C0,7C0,feedplant,NA,2014-03-03T07:51:10Z
2014-03-03,2014-03-03_7C0_JG_2,3,7C0,7C0,feedplant,NA,2014-03-03T07:56:12Z
2014-03-03,2014-03-03_7E1_JN_6,1,7E1,7E1,feedwater,NA,2014-03-03T13:41:47Z
2014-03-03,2014-03-03_7E1_JN_6,2,7E1,7E1,rest,NA,2014-03-03T13:46:50Z
2014-03-03,2014-03-03_7E1_JN_6,3,7E1,7E1,rest,NA,2014-03-03T13:51:47Z
2014-03-03,2014-03-03_87K_JG_1,1,87K,"87K, 62H",feedchow,feedchow,2014-03-03T07:30:08Z
2014-03-03,2014-03-03_87K_JG_1,2,87K,87K,travel,NA,2014-03-03T07:35:05Z
2014-03-03,2014-03-03_87K_JG_1,3,87K,87K,rest,NA,2014-03-03T07:40:06Z
2014-03-03,2014-03-03_8B0_JN_5,1,8B0,8B0,rest,NA,2014-03-03T12:43:55Z
2014-03-03,2014-03-03_8B0_JN_5,2,8B0,8B0,travel,NA,2014-03-03T12:48:56Z
2014-03-03,2014-03-03_8B0_JN_5,3,8B0,"8B0, 32S",feedwater,rest,2014-03-03T12:53:56Z
2014-03-03,2014-03-03_8C0_JN_2,1,8C0,8C0,rest,NA,2014-03-03T09:37:28Z
2014-03-03,2014-03-03_8C0_JN_2,2,8C0,8C0,rest,NA,2014-03-03T09:42:36Z
2014-03-03,2014-03-03_8C0_JN_2,3,8C0,8C0,travel,NA,2014-03-03T09:47:30Z
2014-03-03,2014-03-03_8E8_JG_3,1,8E8,8E8,feedchow,NA,2014-03-03T08:56:21Z
2014-03-03,2014-03-03_8E8_JG_3,2,8E8,8E8,rest,NA,2014-03-03T09:01:21Z
2014-03-03,2014-03-03_8E8_JG_3,3,8E8,8E8,social,NA,2014-03-03T09:06:22Z
2014-03-03,2014-03-03_8F3_JN_5,1,8F3,8F3,feedplant,NA,2014-03-03T12:16:20Z
2014-03-03,2014-03-03_8F3_JN_5,2,8F3,8F3,feedplant,NA,2014-03-03T12:21:20Z
2014-03-03,2014-03-03_8F3_JN_5,3,8F3,8F3,feedplant,NA,2014-03-03T12:26:22Z
2014-03-03,2014-03-03_92D_JG_4,1,92D,92D,travel,NA,2014-03-03T10:59:46Z
2014-03-03,2014-03-03_92D_JG_4,2,92D,92D,rest,NA,2014-03-03T11:04:46Z
2014-03-03,2014-03-03_92D_JG_4,3,92D,92D,travel,NA,2014-03-03T11:09:45Z
2014-03-03,2014-03-03_93Z_JG_2,1,93Z,93Z,rest,NA,2014-03-03T08:30:33Z
2014-03-03,2014-03-03_93Z_JG_2,2,93Z,93Z,rest,NA,2014-03-03T08:35:45Z
2014-03-03,2014-03-03_93Z_JG_2,3,93Z,93Z,feedchow,NA,2014-03-03T08:40:37Z
2014-03-03,2014-03-03_96B_JN_4,1,96B,96B,rest,NA,2014-03-03T12:04:58Z
2014-03-03,2014-03-03_96B_JN_4,2,96B,96B,rest,NA,2014-03-03T12:10:03Z
2014-03-03,2014-03-03_96B_JN_4,3,96B,96B,travel,NA,2014-03-03T12:15:03Z
2014-03-03,2014-03-03_98T_JN_6,1,98T,"98T, 44J",rest,rest,2014-03-03T13:52:34Z
2014-03-03,2014-03-03_98T_JN_6,2,98T,98T,rest,NA,2014-03-03T13:58:11Z
2014-03-03,2014-03-03_98T_JN_6,3,98T,"98T, 9D8",rest,rest,2014-03-03T14:02:35Z
2014-03-03,2014-03-03_9D1_JG_2,1,9D1,9D1,travel,NA,2014-03-03T08:06:13Z
2014-03-03,2014-03-03_9D1_JG_2,2,9D1,"9D1, 6C0",feedplant,feedplant,2014-03-03T08:11:12Z
2014-03-03,2014-03-03_9D1_JG_2,3,9D1,9D1,travel,NA,2014-03-03T08:16:11Z
2014-03-03,2014-03-03_9D8_JG_5,1,9D8,9D8,rest,NA,2014-03-03T11:26:17Z
2014-03-03,2014-03-03_9D8_JG_5,2,9D8,9D8,rest,NA,2014-03-03T11:31:17Z
2014-03-03,2014-03-03_9D8_JG_5,3,9D8,9D8,rest,NA,2014-03-03T11:36:18Z
2014-03-03,2014-03-03_9F5_JN_3,1,9F5,9F5,rest,NA,2014-03-03T10:28:24Z
2014-03-03,2014-03-03_9F5_JN_3,2,9F5,9F5,travel,NA,2014-03-03T10:33:25Z
2014-03-03,2014-03-03_9F5_JN_3,3,9F5,9F5,rest,NA,2014-03-03T10:38:26Z
2014-03-03,2014-03-03_O52_JN_2,1,O52,O52,travel,NA,2014-03-03T09:11:58Z
2014-03-03,2014-03-03_O52_JN_2,2,O52,O52,rest,NA,2014-03-03T09:16:58Z
2014-03-03,2014-03-03_O52_JN_2,3,O52,"O52, 7C0",rest,rest,2014-03-03T09:22:01Z
2014-03-04,2014-03-04_04I_JG_6,1,04I,04I,rest,NA,2014-03-04T12:17:14Z
2014-03-04,2014-03-04_04I_JG_6,2,04I,04I,rest,NA,2014-03-04T12:22:16Z
2014-03-04,2014-03-04_04I_JG_6,3,04I,04I,feedwater,NA,2014-03-04T12:27:22Z
2014-03-04,2014-03-04_04N_JG_3,1,04N,04N,travel,NA,2014-03-04T08:59:41Z
2014-03-04,2014-03-04_04N_JG_3,2,04N,04N,rest,NA,2014-03-04T09:04:55Z
2014-03-04,2014-03-04_04N_JG_3,3,04N,04N,rest,NA,2014-03-04T09:09:41Z
2014-03-04,2014-03-04_0A4_JN_4,1,0A4,0A4,travel,NA,2014-03-04T01:46:10Z
2014-03-04,2014-03-04_0A4_JN_4,2,0A4,0A4,travel,NA,2014-03-04T01:51:11Z
2014-03-04,2014-03-04_0A4_JN_4,3,0A4,0A4,travel,NA,2014-03-04T01:56:10Z
2014-03-04,2014-03-04_0A9_JG_5,1,0A9,0A9,social,NA,2014-03-04T11:37:40Z
2014-03-04,2014-03-04_0A9_JG_5,2,0A9,0A9,rest,NA,2014-03-04T11:42:39Z
2014-03-04,2014-03-04_0A9_JG_5,3,0A9,0A9,rest,NA,2014-03-04T11:47:40Z
2014-03-04,2014-03-04_0F7_JG_5,1,0F7,0F7,travel,NA,2014-03-04T11:49:13Z
2014-03-04,2014-03-04_0F7_JG_5,2,0F7,0F7,feedchow,NA,2014-03-04T11:54:12Z
2014-03-04,2014-03-04_0F7_JG_5,3,0F7,0F7,feedwater,NA,2014-03-04T11:59:13Z
2014-03-04,2014-03-04_12Z_JG_2,1,12Z,12Z,rest,NA,2014-03-04T08:37:05Z
2014-03-04,2014-03-04_12Z_JG_2,2,12Z,12Z,rest,NA,2014-03-04T08:42:04Z
2014-03-04,2014-03-04_12Z_JG_2,3,12Z,12Z,rest,NA,2014-03-04T08:47:04Z
2014-03-04,2014-03-04_28J_JG_1,1,28J,"28J, 6C3",feedchow,feedchow,2014-03-04T07:01:14Z
