date,observation.name,scan.number,focal.monkey,in.proximity,focal.activity,partners.activity (sequential),time
2015-01-26,2015-01-26_07D_JG_4,1,07D,"07D, 0G5",rest,feedwater,2015-01-26T11:00:24Z
2015-01-26,2015-01-26_07D_JG_4,2,07D,07D,travel,NA,2015-01-26T11:05:25Z
2015-01-26,2015-01-26_07D_JG_4,3,07D,"07D, 0G5",rest,feedplant,2015-01-26T11:10:24Z
2015-01-26,2015-01-26_0I5_JG_4,1,0I5,0I5,feedplant,NA,2015-01-26T11:33:37Z
2015-01-26,2015-01-26_0I5_JG_4,2,0I5,"0I5, 0B8",rest,feedwater,2015-01-26T11:38:48Z
2015-01-26,2015-01-26_0I5_JG_4,3,0I5,0I5,rest,NA,2015-01-26T11:43:36Z
2015-01-26,2015-01-26_12Z_JG_2,1,12Z,"12Z, 1A3",rest,feedchow,2015-01-26T08:36:25Z
2015-01-26,2015-01-26_12Z_JG_2,2,12Z,12Z,travel,NA,2015-01-26T08:41:29Z
2015-01-26,2015-01-26_12Z_JG_2,3,12Z,12Z,rest,NA,2015-01-26T08:46:25Z
2015-01-26,2015-01-26_1H9_JG_4,1,1H9,"1H9, 4C2",rest,feedplant,2015-01-26T11:44:36Z
2015-01-26,2015-01-26_1H9_JG_4,2,1H9,1H9,rest,NA,2015-01-26T11:49:36Z
2015-01-26,2015-01-26_1H9_JG_4,3,1H9,1H9,rest,NA,2015-01-26T11:54:36Z
2015-01-26,2015-01-26_20F_JG_3,1,20F,20F,rest,NA,2015-01-26T09:59:49Z
2015-01-26,2015-01-26_20F_JG_3,2,20F,20F,rest,NA,2015-01-26T10:05:04Z
2015-01-26,2015-01-26_20F_JG_3,3,20F,20F,rest,NA,2015-01-26T10:09:49Z
2015-01-26,2015-01-26_24B_JG_1,1,24B,24B,travel,NA,2015-01-26T08:13:00Z
2015-01-26,2015-01-26_24B_JG_1,2,24B,24B,rest,NA,2015-01-26T08:17:59Z
2015-01-26,2015-01-26_24B_JG_1,3,24B,24B,travel,NA,2015-01-26T08:23:01Z
2015-01-26,2015-01-26_28G_JG_5,1,28G,28G,rest,NA,2015-01-26T12:12:05Z
2015-01-26,2015-01-26_28G_JG_5,2,28G,28G,rest,NA,2015-01-26T12:17:11Z
2015-01-26,2015-01-26_28G_JG_5,3,28G,28G,rest,NA,2015-01-26T12:22:05Z
2015-01-26,2015-01-26_28J_JG_5,1,28J,28J,rest,NA,2015-01-26T12:00:38Z
